ambient_temp,humidity,body_temp,duration,hour,heat_index,temp_humidity_stress,body_temp_deviation,time_of_day,wbgt,feels_like_delta,body_heat_ratio,rh_temp_product,cooling_capacity,is_afternoon,city,activity_level,risk_label
33.77,47.22,37.29,67.6,15,37.02,15.946,0.29,1,27.63,3.25,1.1042,1594.6,52.8,1,Nagpur,Moderate Work,Moderate Risk
29.61,69.93,38.26,50.0,10,34.09,20.706,1.26,0,26.54,4.48,1.2921,2070.6,30.1,0,Mumbai,Moderate Work,Moderate Risk
36.77,52.82,39.78,137.9,10,46.6,19.422,2.78,0,31.11,9.83,1.0819,1942.2,47.2,0,Nagpur,Heavy Work,High Risk
36.92,50.2,37.76,90.5,3,45.66,18.534,0.76,3,30.88,8.74,1.0228,1853.4,49.8,0,Delhi,Rest,High Risk
34.05,50.75,37.61,8.0,13,38.76,17.28,0.61,1,28.36,4.71,1.1046,1728.0,49.2,1,Pune,Heavy Work,Moderate Risk
35.78,58.39,39.23,127.4,0,46.59,20.892,2.23,3,30.96,10.81,1.0964,2089.2,41.6,0,Hyderabad,Light Work,High Risk
47.46,72.59,39.69,111.3,3,65.0,34.451,2.69,3,40.0,17.54,0.8363,3445.1,27.4,0,Chennai,Moderate Work,Critical Risk
22.31,48.58,35.73,12.8,7,24.99,10.838,-1.27,0,17.53,2.68,1.6015,1083.8,51.4,0,Pune,Moderate Work,Low Risk
36.76,52.65,37.98,175.2,7,46.48,19.354,0.98,0,31.08,9.72,1.0332,1935.4,47.4,0,Nagpur,Light Work,High Risk
37.45,43.19,38.78,161.5,11,43.61,16.175,1.78,0,30.3,6.16,1.0355,1617.5,56.8,1,Jaipur,Rest,High Risk
47.35,75.68,41.64,156.1,22,65.0,35.834,4.64,3,40.0,17.65,0.8794,3583.4,24.3,0,Hyderabad,Light Work,Critical Risk
36.36,41.18,39.72,121.9,23,40.31,14.973,2.72,3,29.03,3.95,1.0924,1497.3,58.8,0,Ahmedabad,Moderate Work,High Risk
31.39,75.26,38.11,6.6,4,40.46,23.624,1.11,3,28.82,9.07,1.2141,2362.4,24.7,0,Pune,Rest,Moderate Risk
34.15,54.08,37.4,16.8,15,40.2,18.468,0.4,1,28.89,6.05,1.0952,1846.8,45.9,1,Ahmedabad,Light Work,Moderate Risk
24.18,32.54,37.19,55.6,12,25.16,7.868,0.19,1,17.36,0.98,1.538,786.8,67.5,1,Hyderabad,Rest,Low Risk
31.74,43.96,37.48,69.1,21,32.62,13.953,0.48,3,25.38,0.88,1.1808,1395.3,56.0,0,Nagpur,Heavy Work,Moderate Risk
35.64,43.34,37.46,71.3,14,39.59,15.446,0.46,1,28.73,3.95,1.0511,1544.6,56.7,1,Jaipur,Heavy Work,Moderate Risk
29.68,37.28,36.79,40.3,22,29.05,11.065,-0.21,3,22.66,-0.63,1.2396,1106.5,62.7,0,Mumbai,Moderate Work,Low Risk
22.5,69.43,37.0,49.0,21,23.85,15.622,0.0,3,19.72,1.35,1.6444,1562.2,30.6,0,Chennai,Heavy Work,Low Risk
43.79,96.37,39.96,161.4,14,65.0,42.2,2.96,1,40.0,21.21,0.9125,4220.0,3.6,1,Kolkata,Light Work,Critical Risk
49.03,70.21,40.39,79.3,6,65.0,34.424,3.39,0,40.0,15.97,0.8238,3442.4,29.8,0,Ahmedabad,Light Work,Critical Risk
35.82,58.67,38.82,90.1,19,46.86,21.016,1.82,2,31.03,11.04,1.0838,2101.6,41.3,0,Pune,Light Work,High Risk
45.09,91.54,41.04,170.7,6,65.0,41.275,4.04,0,40.0,19.91,0.9102,4127.5,8.5,0,Nagpur,Light Work,Critical Risk
24.64,63.67,37.41,26.4,19,25.67,15.688,0.41,2,21.19,1.03,1.5183,1568.8,36.3,0,Pune,Moderate Work,Low Risk
30.08,64.87,38.42,98.0,6,34.03,19.513,1.42,0,26.42,3.95,1.2773,1951.3,35.1,0,Mumbai,Rest,Moderate Risk
30.46,40.73,38.13,24.6,17,30.33,12.406,1.13,2,23.81,-0.13,1.2518,1240.6,59.3,0,Jaipur,Light Work,Moderate Risk
33.3,60.68,37.9,50.3,11,40.55,20.206,0.9,0,28.95,7.25,1.1381,2020.6,39.3,1,Kolkata,Moderate Work,Moderate Risk
30.38,51.27,36.44,14.6,4,31.85,15.576,-0.56,3,25.11,1.47,1.1995,1557.6,48.7,0,Bhubaneswar,Rest,Low Risk
32.96,41.22,38.34,113.4,20,33.99,13.586,1.34,2,26.06,1.03,1.1632,1358.6,58.8,0,Nagpur,Rest,Moderate Risk
34.93,56.51,39.21,172.3,16,43.23,19.739,2.21,1,29.93,8.3,1.1225,1973.9,43.5,1,Mumbai,Rest,High Risk
33.62,55.22,38.17,70.5,8,39.34,18.565,1.17,0,28.56,5.72,1.1353,1856.5,44.8,0,Hyderabad,Light Work,Moderate Risk
36.08,50.64,39.59,50.1,23,43.63,18.271,2.59,3,30.18,7.55,1.0973,1827.1,49.4,0,Pune,Light Work,High Risk
36.13,51.47,39.79,81.2,9,44.15,18.596,2.79,0,30.34,8.02,1.1013,1859.6,48.5,0,Kolkata,Light Work,High Risk
31.76,13.94,36.9,19.9,19,29.57,4.427,-0.1,2,20.16,-2.19,1.1618,442.7,86.1,0,Ahmedabad,Light Work,Low Risk
36.37,50.39,39.71,48.7,0,44.28,18.327,2.71,3,30.41,7.91,1.0918,1832.7,49.6,0,Pune,Rest,High Risk
35.21,15.26,36.75,7.9,2,32.8,5.373,-0.25,3,23.04,-2.41,1.0437,537.3,84.7,0,Nagpur,Rest,Low Risk
35.91,56.92,38.69,37.3,10,46.22,20.44,1.69,0,30.88,10.31,1.0774,2044.0,43.1,0,Bhubaneswar,Rest,High Risk
46.35,79.66,41.27,159.7,20,65.0,36.922,4.27,2,40.0,18.65,0.8904,3692.2,20.3,0,Chennai,Rest,Critical Risk
43.14,96.45,41.19,142.4,9,65.0,41.609,4.19,0,40.0,21.86,0.9548,4160.9,3.5,0,Mumbai,Moderate Work,Critical Risk
34.66,46.06,38.71,30.9,19,38.48,15.964,1.71,2,28.26,3.82,1.1168,1596.4,53.9,0,Nagpur,Heavy Work,High Risk
32.21,29.39,35.92,13.1,7,30.98,9.467,-1.08,0,23.59,-1.23,1.1152,946.7,70.6,0,Mumbai,Moderate Work,Low Risk
27.86,63.16,37.21,1.7,21,29.59,17.596,0.21,3,24.15,1.73,1.3356,1759.6,36.8,0,Hyderabad,Light Work,Low Risk
32.15,64.41,38.11,71.5,7,38.86,20.708,1.11,0,28.32,6.71,1.1854,2070.8,35.6,0,Ahmedabad,Rest,Moderate Risk
35.76,47.7,39.71,98.1,3,41.55,17.058,2.71,3,29.48,5.79,1.1105,1705.8,52.3,0,Delhi,Rest,High Risk
43.78,66.78,40.69,96.4,16,65.0,29.236,3.69,1,39.58,21.22,0.9294,2923.6,33.2,1,Chennai,Moderate Work,Critical Risk
41.27,65.65,41.26,149.9,22,65.0,27.094,4.26,3,37.06,23.73,0.9998,2709.4,34.3,0,Chennai,Heavy Work,Critical Risk
31.43,52.91,38.09,14.5,18,34.0,16.63,1.09,2,26.26,2.57,1.2119,1663.0,47.1,0,Delhi,Moderate Work,Moderate Risk
35.57,58.99,38.08,105.7,22,46.26,20.983,1.08,3,30.84,10.69,1.0706,2098.3,41.0,0,Kolkata,Light Work,High Risk
32.09,36.13,36.67,44.2,16,31.76,11.594,-0.33,1,24.56,-0.33,1.1427,1159.4,63.9,1,Bhubaneswar,Moderate Work,Low Risk
48.18,61.91,39.6,143.9,11,65.0,29.828,2.6,0,40.0,16.82,0.8219,2982.8,38.1,1,Delhi,Rest,Critical Risk
46.99,76.1,41.92,145.1,17,65.0,35.759,4.92,2,40.0,18.01,0.8921,3575.9,23.9,0,Ahmedabad,Light Work,Critical Risk
27.49,27.42,37.49,6.8,13,26.64,7.538,0.49,1,19.39,-0.85,1.3638,753.8,72.6,1,Pune,Heavy Work,Low Risk
31.68,55.95,37.43,1.2,21,35.23,17.725,0.43,3,26.87,3.55,1.1815,1772.5,44.0,0,Chennai,Moderate Work,Moderate Risk
33.52,18.48,37.21,23.2,8,31.35,6.194,0.21,0,22.53,-2.17,1.1101,619.4,81.5,0,Bhubaneswar,Rest,Low Risk
41.49,64.58,40.91,115.3,16,65.0,26.794,3.91,1,37.12,23.51,0.986,2679.4,35.4,1,Nagpur,Light Work,Critical Risk
48.77,73.67,39.91,85.8,6,65.0,35.929,2.91,0,40.0,16.23,0.8183,3592.9,26.3,0,Hyderabad,Heavy Work,Critical Risk
35.84,52.31,38.63,55.2,13,43.77,18.748,1.63,1,30.2,7.93,1.0778,1874.8,47.7,1,Hyderabad,Light Work,High Risk
30.93,50.0,35.99,8.9,9,32.5,15.465,-1.01,0,25.45,1.57,1.1636,1546.5,50.0,0,Mumbai,Rest,Low Risk
37.18,48.2,38.3,104.5,17,45.35,17.921,1.3,2,30.82,8.17,1.0301,1792.1,51.8,0,Delhi,Moderate Work,High Risk
30.89,62.27,37.77,10.5,0,35.18,19.235,0.77,3,26.89,4.29,1.2227,1923.5,37.7,0,Chennai,Rest,Moderate Risk
42.7,91.95,40.71,172.2,21,65.0,39.263,3.71,3,40.0,22.3,0.9534,3926.3,8.0,0,Ahmedabad,Light Work,Critical Risk
21.68,60.16,36.42,54.0,16,24.4,13.043,-0.58,1,18.08,2.72,1.6799,1304.3,39.8,1,Mumbai,Rest,Low Risk
32.74,51.14,37.77,49.1,7,36.09,16.743,0.77,0,27.23,3.35,1.1536,1674.3,48.9,0,Ahmedabad,Rest,Moderate Risk
29.57,72.1,38.33,58.3,17,34.48,21.32,1.33,2,26.73,4.91,1.2962,2132.0,27.9,0,Pune,Moderate Work,Moderate Risk
33.73,56.66,38.36,25.8,9,40.14,19.111,1.36,0,28.84,6.41,1.1373,1911.1,43.3,0,Nagpur,Rest,Moderate Risk
27.74,23.48,36.04,46.3,20,26.66,6.513,-0.96,2,18.97,-1.08,1.2992,651.3,76.5,0,Delhi,Heavy Work,Low Risk
38.12,46.19,39.55,122.2,16,46.8,17.608,2.55,1,31.36,8.68,1.0375,1760.8,53.8,1,Hyderabad,Rest,High Risk
31.61,27.55,36.67,29.7,10,30.14,8.709,-0.33,0,22.78,-1.47,1.1601,870.9,72.5,0,Chennai,Heavy Work,Low Risk
46.12,80.18,41.02,107.4,9,65.0,36.979,4.02,0,40.0,18.88,0.8894,3697.9,19.8,0,Kolkata,Heavy Work,Critical Risk
36.75,50.01,37.8,71.1,10,45.1,18.379,0.8,0,30.7,8.35,1.0286,1837.9,50.0,0,Nagpur,Heavy Work,High Risk
38.16,45.88,39.98,151.3,9,46.74,17.508,2.98,0,31.35,8.58,1.0477,1750.8,54.1,0,Jaipur,Light Work,High Risk
33.62,49.67,37.71,16.7,17,37.47,16.699,0.71,2,27.83,3.85,1.1217,1669.9,50.3,0,Kolkata,Light Work,Moderate Risk
30.73,57.47,35.97,34.8,13,33.7,17.661,-1.03,1,26.18,2.97,1.1705,1766.1,42.5,1,Chennai,Light Work,Low Risk
30.56,54.41,36.65,3.1,15,32.74,16.628,-0.35,1,25.65,2.18,1.1993,1662.8,45.6,1,Jaipur,Heavy Work,Low Risk
28.29,15.28,37.14,31.5,0,26.86,4.323,0.14,3,17.89,-1.43,1.3128,432.3,84.7,0,Mumbai,Rest,Low Risk
31.16,63.98,37.26,102.2,0,36.25,19.936,0.26,3,27.34,5.09,1.1958,1993.6,36.0,0,Mumbai,Light Work,Moderate Risk
50.78,83.37,41.71,116.6,18,65.0,42.335,4.71,2,40.0,14.22,0.8214,4233.5,16.6,0,Delhi,Heavy Work,Critical Risk
26.4,46.76,37.19,41.9,9,26.74,12.345,0.19,0,20.99,0.34,1.4087,1234.5,53.2,0,Jaipur,Rest,Low Risk
41.92,69.05,40.72,148.3,12,65.0,28.946,3.72,1,38.14,23.08,0.9714,2894.6,31.0,1,Delhi,Moderate Work,Critical Risk
32.65,50.89,38.3,67.0,5,35.84,16.616,1.3,0,27.11,3.19,1.173,1661.6,49.1,0,Nagpur,Heavy Work,Moderate Risk
33.13,56.03,37.43,80.7,17,38.45,18.563,0.43,2,28.21,5.32,1.1298,1856.3,44.0,0,Mumbai,Moderate Work,Moderate Risk
28.59,59.98,36.97,32.5,9,30.36,17.148,-0.03,0,24.48,1.77,1.2931,1714.8,40.0,0,Hyderabad,Rest,Low Risk
33.87,70.43,39.03,62.2,16,46.55,23.855,2.03,1,30.65,12.68,1.1523,2385.5,29.6,1,Mumbai,Rest,High Risk
38.1,42.5,39.08,135.7,0,44.85,16.192,2.08,3,30.76,6.75,1.0257,1619.2,57.5,0,Nagpur,Moderate Work,High Risk
40.71,73.38,41.37,141.3,17,65.0,29.873,4.37,2,37.56,24.29,1.0162,2987.3,26.6,0,Chennai,Light Work,Critical Risk
22.47,33.56,37.25,49.9,5,24.81,7.541,0.25,0,16.04,2.34,1.6578,754.1,66.4,0,Chennai,Heavy Work,Low Risk
45.47,71.22,39.87,162.9,4,65.0,32.384,2.87,3,40.0,19.53,0.8768,3238.4,28.8,0,Pune,Rest,Critical Risk
33.68,13.25,36.56,11.3,21,31.24,4.463,-0.44,3,21.4,-2.44,1.0855,446.3,86.8,0,Ahmedabad,Heavy Work,Low Risk
36.69,35.89,38.06,30.7,7,39.07,13.168,1.06,0,28.45,2.38,1.0373,1316.8,64.1,0,Jaipur,Rest,Moderate Risk
35.71,45.65,37.24,103.3,9,40.62,16.302,0.24,0,29.13,4.91,1.0428,1630.2,54.4,0,Delhi,Rest,Moderate Risk
45.38,64.9,39.53,167.0,0,65.0,29.452,2.53,3,40.0,19.62,0.8711,2945.2,35.1,0,Ahmedabad,Rest,Critical Risk
32.41,50.1,37.88,66.3,21,35.16,16.237,0.88,3,26.79,2.75,1.1688,1623.7,49.9,0,Kolkata,Rest,Moderate Risk
43.81,67.8,40.82,137.1,19,65.0,29.703,3.82,2,39.76,21.19,0.9318,2970.3,32.2,0,Ahmedabad,Light Work,Critical Risk
45.57,76.88,40.98,106.6,8,65.0,35.034,3.98,0,40.0,19.43,0.8993,3503.4,23.1,0,Mumbai,Rest,Critical Risk
45.97,80.7,41.51,85.8,4,65.0,37.098,4.51,3,40.0,19.03,0.903,3709.8,19.3,0,Chennai,Moderate Work,Critical Risk
25.65,47.29,36.75,48.2,4,26.23,12.13,-0.25,3,20.38,0.58,1.4327,1213.0,52.7,0,Mumbai,Rest,Low Risk
32.54,62.58,37.79,22.5,11,39.25,20.364,0.79,0,28.47,6.71,1.1613,2036.4,37.4,1,Pune,Rest,Moderate Risk
41.45,92.9,39.64,179.8,1,65.0,38.507,2.64,3,40.0,23.55,0.9563,3850.7,7.1,0,Chennai,Light Work,Critical Risk
34.55,53.71,38.56,146.6,3,41.05,18.557,1.56,3,29.21,6.5,1.1161,1855.7,46.3,0,Mumbai,Rest,High Risk
33.88,18.28,35.94,35.6,10,31.7,6.193,-1.06,0,22.76,-2.18,1.0608,619.3,81.7,0,Delhi,Light Work,Low Risk
50.53,50.25,40.37,64.1,7,65.0,25.391,3.37,0,40.0,14.47,0.7989,2539.1,49.8,0,Delhi,Light Work,Critical Risk
34.12,64.64,38.83,163.0,6,44.58,22.055,1.83,0,30.2,10.46,1.138,2205.5,35.4,0,Mumbai,Moderate Work,High Risk
38.35,43.82,38.28,169.8,6,46.15,16.805,1.28,0,31.19,7.8,0.9982,1680.5,56.2,0,Jaipur,Moderate Work,High Risk
34.79,42.91,37.07,42.7,0,37.71,14.928,0.07,3,27.92,2.92,1.0655,1492.8,57.1,0,Pune,Light Work,Moderate Risk
31.33,21.72,37.27,56.2,19,29.45,6.805,0.27,2,21.5,-1.88,1.1896,680.5,78.3,0,Hyderabad,Light Work,Low Risk
30.79,68.9,37.48,56.5,20,36.73,21.214,0.48,2,27.55,5.94,1.2173,2121.4,31.1,0,Chennai,Moderate Work,Moderate Risk
47.17,77.68,40.96,178.1,2,65.0,36.642,3.96,3,40.0,17.83,0.8683,3664.2,22.3,0,Chennai,Rest,Critical Risk
33.8,53.0,37.94,25.2,23,38.97,17.914,0.94,3,28.43,5.17,1.1225,1791.4,47.0,0,Nagpur,Rest,Moderate Risk
36.02,47.23,38.64,59.1,11,41.98,17.012,1.64,0,29.64,5.96,1.0727,1701.2,52.8,1,Ahmedabad,Moderate Work,High Risk
35.3,53.16,39.32,127.1,11,42.73,18.765,2.32,0,29.82,7.43,1.1139,1876.5,46.8,1,Chennai,Light Work,High Risk
45.64,67.86,40.59,136.2,23,65.0,30.971,3.59,3,40.0,19.36,0.8894,3097.1,32.1,0,Pune,Heavy Work,Critical Risk
28.32,60.56,36.86,1.3,5,30.0,17.151,-0.14,0,24.3,1.68,1.3016,1715.1,39.4,0,Mumbai,Light Work,Low Risk
34.97,50.87,38.38,5.1,7,40.95,17.789,1.38,0,29.21,5.98,1.0975,1778.9,49.1,0,Pune,Moderate Work,Moderate Risk
30.89,53.41,36.63,11.7,10,33.12,16.498,-0.37,0,25.83,2.23,1.1858,1649.8,46.6,0,Mumbai,Rest,Low Risk
37.28,41.91,39.6,140.1,12,42.63,15.624,2.6,1,29.95,5.35,1.0622,1562.4,58.1,1,Jaipur,Heavy Work,High Risk
39.61,57.16,41.99,152.0,21,58.79,22.641,4.99,3,34.33,19.18,1.0601,2264.1,42.8,0,Mumbai,Heavy Work,Critical Risk
35.26,25.5,36.79,27.3,21,34.16,8.991,-0.21,3,25.37,-1.1,1.0434,899.1,74.5,0,Jaipur,Light Work,Low Risk
23.51,68.15,37.02,50.6,21,24.61,16.022,0.02,3,20.56,1.1,1.5746,1602.2,31.8,0,Bhubaneswar,Moderate Work,Low Risk
30.15,28.28,37.12,51.8,6,28.77,8.526,0.12,0,21.71,-1.38,1.2312,852.6,71.7,0,Pune,Rest,Low Risk
33.57,28.46,35.84,11.2,2,32.48,9.554,-1.16,3,24.55,-1.09,1.0676,955.4,71.5,0,Hyderabad,Light Work,Low Risk
48.92,92.37,42.07,69.8,6,65.0,45.187,5.07,0,40.0,16.08,0.86,4518.7,7.6,0,Pune,Moderate Work,Critical Risk
29.3,41.49,37.21,6.7,17,29.06,12.157,0.21,2,22.9,-0.24,1.27,1215.7,58.5,0,Kolkata,Light Work,Low Risk
30.22,50.02,36.55,45.4,20,31.38,15.116,-0.45,2,24.81,1.16,1.2095,1511.6,50.0,0,Ahmedabad,Light Work,Low Risk
37.87,39.42,39.67,76.5,20,42.87,14.928,2.67,2,30.06,5.0,1.0475,1492.8,60.6,0,Ahmedabad,Light Work,High Risk
35.22,62.16,39.03,56.1,12,46.81,21.893,2.03,1,30.92,11.59,1.1082,2189.3,37.8,1,Chennai,Heavy Work,High Risk
33.32,11.61,36.31,15.3,5,30.89,3.868,-0.69,0,20.7,-2.43,1.0897,386.8,88.4,0,Nagpur,Moderate Work,Low Risk
37.55,39.46,39.65,92.1,16,42.18,14.817,2.65,1,29.79,4.63,1.0559,1481.7,60.5,1,Jaipur,Moderate Work,High Risk
36.92,51.81,38.13,109.7,6,46.49,19.128,1.13,0,31.11,9.57,1.0328,1912.8,48.2,0,Nagpur,Heavy Work,High Risk
34.89,41.88,39.24,179.2,15,37.58,14.612,2.24,1,27.85,2.69,1.1247,1461.2,58.1,1,Ahmedabad,Light Work,High Risk
45.0,87.1,41.52,109.3,7,65.0,39.195,4.52,0,40.0,20.0,0.9227,3919.5,12.9,0,Kolkata,Heavy Work,Critical Risk
37.79,36.96,38.14,39.0,12,41.65,13.967,1.14,1,29.57,3.86,1.0093,1396.7,63.0,1,Delhi,Light Work,High Risk
35.15,44.52,37.05,23.6,5,38.98,15.649,0.05,0,28.47,3.83,1.0541,1564.9,55.5,0,Jaipur,Rest,Moderate Risk
23.59,57.7,37.44,0.8,1,25.1,13.611,0.44,3,19.61,1.51,1.5871,1361.1,42.3,0,Ahmedabad,Moderate Work,Low Risk
50.09,72.67,40.89,162.0,6,65.0,36.4,3.89,0,40.0,14.91,0.8163,3640.0,27.3,0,Bhubaneswar,Light Work,Critical Risk
47.89,60.41,40.9,160.5,6,65.0,28.93,3.9,0,40.0,17.11,0.854,2893.0,39.6,0,Bhubaneswar,Rest,Critical Risk
33.63,49.25,37.55,59.9,20,37.36,16.563,0.55,2,27.78,3.73,1.1166,1656.3,50.8,0,Nagpur,Light Work,Moderate Risk
49.23,69.85,40.57,144.3,20,65.0,34.387,3.57,2,40.0,15.77,0.8241,3438.7,30.2,0,Nagpur,Heavy Work,Critical Risk
35.38,40.88,39.85,47.6,20,38.22,14.463,2.85,2,28.13,2.84,1.1263,1446.3,59.1,0,Jaipur,Rest,High Risk
26.16,57.24,37.31,55.7,11,26.98,14.974,0.31,0,21.94,0.82,1.4262,1497.4,42.8,1,Ahmedabad,Heavy Work,Low Risk
37.27,50.8,39.52,65.5,2,46.95,18.933,2.52,3,31.28,9.68,1.0604,1893.3,49.2,0,Ahmedabad,Light Work,High Risk
48.98,90.47,41.96,94.9,7,65.0,44.312,4.96,0,40.0,16.02,0.8567,4431.2,9.5,0,Kolkata,Moderate Work,Critical Risk
32.88,49.98,38.11,82.2,14,36.04,16.433,1.11,1,27.2,3.16,1.1591,1643.3,50.0,1,Kolkata,Heavy Work,Moderate Risk
30.56,30.57,35.83,54.7,14,29.34,9.342,-1.17,1,22.41,-1.22,1.1724,934.2,69.4,1,Chennai,Rest,Low Risk
35.31,51.86,38.24,45.4,12,42.2,18.312,1.24,1,29.65,6.89,1.083,1831.2,48.1,1,Mumbai,Moderate Work,High Risk
35.1,59.11,39.59,169.4,16,44.92,20.748,2.59,1,30.42,9.82,1.1279,2074.8,40.9,1,Pune,Rest,High Risk
33.67,46.26,38.46,4.7,16,36.54,15.576,1.46,1,27.41,2.87,1.1423,1557.6,53.7,1,Hyderabad,Light Work,Moderate Risk
48.0,76.06,41.56,136.0,3,65.0,36.509,4.56,3,40.0,17.0,0.8658,3650.9,23.9,0,Delhi,Heavy Work,Critical Risk
31.29,75.29,37.33,6.9,17,40.16,23.558,0.33,2,28.73,8.87,1.193,2355.8,24.7,0,Pune,Heavy Work,Moderate Risk
35.7,56.59,38.52,87.0,6,45.44,20.203,1.52,0,30.65,9.74,1.079,2020.3,43.4,0,Ahmedabad,Heavy Work,High Risk
27.82,59.72,36.65,32.7,16,29.16,16.614,-0.35,1,23.74,1.34,1.3174,1661.4,40.3,1,Chennai,Light Work,Low Risk
25.6,53.55,37.22,8.5,18,26.37,13.709,0.22,2,21.03,0.77,1.4539,1370.9,46.5,0,Chennai,Moderate Work,Low Risk
23.54,60.5,36.42,25.8,16,24.99,14.242,-0.58,1,19.84,1.45,1.5472,1424.2,39.5,1,Pune,Rest,Low Risk
49.97,61.05,39.87,158.2,17,65.0,30.507,2.87,2,40.0,15.03,0.7979,3050.7,39.0,0,Nagpur,Rest,Critical Risk
34.9,64.39,39.96,142.0,21,46.93,22.472,2.96,3,30.9,12.03,1.145,2247.2,35.6,0,Hyderabad,Light Work,High Risk
36.88,46.91,39.35,97.9,20,43.95,17.3,2.35,2,30.36,7.07,1.067,1730.0,53.1,0,Pune,Heavy Work,High Risk
28.88,22.34,37.11,5.7,4,27.44,6.452,0.11,3,19.68,-1.44,1.285,645.2,77.7,0,Bhubaneswar,Heavy Work,Low Risk
30.37,53.24,37.37,89.2,7,32.19,16.169,0.37,0,25.34,1.82,1.2305,1616.9,46.8,0,Chennai,Moderate Work,Moderate Risk
42.52,83.71,41.46,95.4,8,65.0,35.593,4.46,0,40.0,22.48,0.9751,3559.3,16.3,0,Jaipur,Rest,Critical Risk
36.5,49.35,39.72,143.7,11,44.12,18.013,2.72,0,30.38,7.62,1.0882,1801.3,50.6,1,Pune,Rest,High Risk
42.26,81.63,39.86,151.8,9,65.0,34.497,2.86,0,40.0,22.74,0.9432,3449.7,18.4,0,Chennai,Rest,Critical Risk
22.81,28.31,36.65,19.9,1,24.6,6.458,-0.35,3,15.69,1.79,1.6068,645.8,71.7,0,Pune,Rest,Low Risk
38.78,40.92,38.74,80.6,18,45.71,15.869,1.74,2,31.1,6.93,0.999,1586.9,59.1,0,Jaipur,Heavy Work,High Risk
35.68,59.42,39.83,152.2,21,46.82,21.201,2.83,3,31.0,11.14,1.1163,2120.1,40.6,0,Jaipur,Rest,High Risk
37.36,46.69,38.67,171.6,21,45.06,17.443,1.67,3,30.76,7.7,1.0351,1744.3,53.3,0,Jaipur,Heavy Work,High Risk
34.35,42.24,37.08,76.3,4,36.67,14.509,0.08,3,27.43,2.32,1.0795,1450.9,57.8,0,Jaipur,Light Work,Moderate Risk
41.01,98.0,40.46,124.6,13,65.0,40.19,3.46,1,40.0,23.99,0.9866,4019.0,2.0,1,Kolkata,Heavy Work,Critical Risk
48.09,74.51,41.95,82.2,16,65.0,35.832,4.95,1,40.0,16.91,0.8723,3583.2,25.5,1,Nagpur,Moderate Work,Critical Risk
49.5,59.44,41.63,159.0,11,65.0,29.423,4.63,0,40.0,15.5,0.841,2942.3,40.6,1,Nagpur,Light Work,Critical Risk
36.3,55.15,37.83,81.2,15,46.46,20.019,0.83,1,31.0,10.16,1.0421,2001.9,44.9,1,Mumbai,Rest,High Risk
32.91,64.45,37.73,18.3,7,40.93,21.21,0.73,0,29.04,8.02,1.1465,2121.0,35.5,0,Mumbai,Moderate Work,Moderate Risk
22.7,61.52,37.45,0.1,17,24.56,13.965,0.45,2,19.16,1.86,1.6498,1396.5,38.5,0,Hyderabad,Rest,Low Risk
33.75,51.43,37.76,43.4,18,38.32,17.358,0.76,2,28.18,4.57,1.1188,1735.8,48.6,0,Kolkata,Heavy Work,Moderate Risk
34.52,41.35,37.95,21.4,13,36.72,14.274,0.95,1,27.45,2.2,1.0994,1427.4,58.6,1,Pune,Light Work,Moderate Risk
37.0,48.34,39.31,162.4,11,44.94,17.886,2.31,0,30.68,7.94,1.0624,1788.6,51.7,1,Nagpur,Moderate Work,High Risk
24.54,26.01,36.19,16.7,13,25.03,6.383,-0.81,1,16.79,0.49,1.4747,638.3,74.0,1,Delhi,Light Work,Low Risk
42.26,59.65,40.37,113.4,3,65.0,25.208,3.37,3,37.14,22.74,0.9553,2520.8,40.4,0,Hyderabad,Light Work,Critical Risk
43.6,76.82,40.89,97.3,18,65.0,33.494,3.89,2,40.0,21.4,0.9378,3349.4,23.2,0,Hyderabad,Rest,Critical Risk
42.11,66.54,41.63,80.6,3,65.0,28.02,4.63,3,37.97,22.89,0.9886,2802.0,33.5,0,Hyderabad,Moderate Work,Critical Risk
26.06,25.03,37.18,11.6,5,25.7,6.523,0.18,0,17.87,-0.36,1.4267,652.3,75.0,0,Delhi,Light Work,Low Risk
35.17,61.77,38.25,150.9,19,46.45,21.725,1.25,2,30.82,11.28,1.0876,2172.5,38.2,0,Mumbai,Heavy Work,High Risk
49.36,60.66,41.4,161.3,6,65.0,29.942,4.4,0,40.0,15.64,0.8387,2994.2,39.3,0,Pune,Moderate Work,Critical Risk
45.85,76.51,40.28,60.5,7,65.0,35.08,3.28,0,40.0,19.15,0.8785,3508.0,23.5,0,Bhubaneswar,Rest,Critical Risk
35.06,59.29,38.23,154.7,1,44.89,20.787,1.23,3,30.41,9.83,1.0904,2078.7,40.7,0,Ahmedabad,Rest,High Risk
36.36,48.86,37.94,148.0,5,43.54,17.765,0.94,0,30.18,7.18,1.0435,1776.5,51.1,0,Delhi,Rest,High Risk
36.23,56.2,38.96,69.4,19,46.8,20.361,1.96,2,31.08,10.57,1.0754,2036.1,43.8,0,Mumbai,Light Work,High Risk
24.34,69.0,37.26,35.4,14,25.29,16.795,0.26,1,21.43,0.95,1.5308,1679.5,31.0,1,Bhubaneswar,Moderate Work,Low Risk
37.99,40.18,39.12,97.1,18,43.48,15.264,2.12,2,30.29,5.49,1.0297,1526.4,59.8,0,Jaipur,Moderate Work,High Risk
