ambient_temp,humidity,body_temp,duration,hour,heat_index,risk_label
27.0,23.1,36.1,5.0,8,26.18,0
40.7,87.6,39.4,60.0,17,96.26,3
27.8,28.1,37.1,20.0,10,26.87,0
36.1,62.5,38.7,30.0,12,49.89,2
25.2,49.1,36.7,5.0,10,25.99,0
37.4,49.7,37.8,20.0,14,46.72,1
43.1,63.2,40.8,75.0,13,79.96,3
25.7,33.1,36.3,5.0,7,25.8,0
32.4,41.0,26.29,1.4,14,33.06,1
41.4,98.0,40.0,75.0,13,116.43,3
40.0,50.8,38.3,45.0,12,55.35,2
26.1,53.1,37.2,10.0,7,26.76,0
25.3,53.4,36.4,5.0,10,26.14,0
44.3,91.3,39.3,90.0,13,129.65,3
44.8,63.8,40.0,75.0,13,89.65,3
39.0,30.0,33.13,8.8,14,41.24,1
37.7,38.9,37.7,20.0,9,42.27,1
26.1,34.0,37.0,5.0,8,26.04,0
38.0,38.0,29.79,9.3,14,42.53,1
26.3,37.8,37.2,10.0,10,26.3,0
39.5,36.0,35.63,3.9,14,44.91,1
48.7,88.1,40.0,75.0,16,162.55,3
25.9,41.4,36.9,10.0,10,26.19,0
46.0,80.4,40.1,120.0,12,123.74,3
42.2,77.6,40.2,120.0,13,92.96,3
35.3,61.7,38.3,45.0,16,46.82,2
30.2,46.0,29.39,2.8,10,30.72,1
26.1,47.0,36.2,5.0,8,26.53,0
41.8,98.6,39.9,105.0,17,120.75,3
46.7,96.8,39.1,90.0,13,162.74,3
32.3,39.0,30.57,7.9,20,32.53,1
41.0,88.7,40.2,75.0,14,99.84,3
26.1,36.8,36.5,15.0,9,26.14,0
31.8,41.0,30.91,29.6,21,32.17,1
43.9,80.7,38.1,30.0,14,108.77,2
26.8,36.4,36.6,10.0,6,26.56,0
25.0,27.6,36.5,5.0,6,25.28,0
30.2,46.0,29.69,7.0,10,30.72,1
32.3,38.0,31.63,0.6,20,32.35,1
25.0,28.2,36.5,5.0,10,25.31,0
27.0,42.3,37.2,10.0,7,26.98,0
38.1,81.6,38.2,45.0,13,73.34,2
30.2,46.0,29.37,1.9,10,30.72,1
32.6,68.4,37.6,20.0,11,41.58,1
40.9,64.3,39.9,90.0,16,70.53,3
44.6,74.3,39.7,75.0,15,103.65,3
26.3,40.3,36.2,5.0,9,26.4,0
27.8,30.2,37.0,15.0,6,26.96,0
25.5,22.1,37.2,20.0,10,25.3,0
31.8,40.0,30.57,28.2,21,31.99,1
25.6,49.5,36.5,5.0,6,26.26,0
30.2,46.0,29.49,2.0,10,30.72,1
32.3,39.0,30.59,8.0,20,32.53,1
36.6,79.9,38.0,30.0,14,64.0,2
25.2,50.5,36.7,15.0,9,26.02,0
32.8,41.0,26.17,1.5,14,33.68,1
26.8,36.6,36.1,15.0,9,26.57,0
43.2,90.1,40.6,90.0,12,118.54,3
43.5,68.0,39.9,120.0,13,88.05,3
42.8,81.0,38.4,90.0,11,101.58,2
35.9,76.0,38.1,90.0,13,57.8,2
34.6,67.3,37.5,30.0,12,47.45,1
25.9,41.4,37.3,5.0,7,26.19,0
27.4,28.2,37.1,15.0,8,26.61,0
43.0,66.0,38.3,45.0,11,82.81,2
41.3,67.8,38.8,90.0,13,76.1,2
36.9,60.1,37.7,20.0,9,51.16,1
47.0,64.5,40.4,90.0,17,103.38,3
32.3,41.0,26.59,1.3,14,32.91,1
37.4,72.2,38.0,90.0,11,61.62,2
41.4,76.7,38.2,90.0,15,86.92,2
30.2,46.0,29.59,7.1,10,30.72,1
47.7,70.9,39.2,60.0,17,118.93,3
26.9,33.4,36.1,10.0,9,26.49,0
30.2,46.0,29.49,2.7,10,30.72,1
26.5,33.3,37.1,10.0,8,26.24,0
43.1,56.4,38.3,90.0,12,72.28,2
30.2,46.0,29.71,0.9,10,30.72,1
25.8,29.7,36.3,10.0,6,25.73,0
25.3,28.5,36.5,20.0,10,25.45,0
38.0,33.0,33.91,9.5,14,40.51,1
32.3,39.0,31.49,1.7,20,32.53,1
38.3,72.4,38.2,90.0,11,65.92,2
38.0,34.0,33.77,9.4,14,40.89,1
27.1,38.1,37.1,20.0,9,26.84,0
25.0,24.8,36.1,10.0,8,25.17,0
29.3,44.0,35.07,2.0,8,29.33,1
37.6,46.1,37.7,45.0,13,45.39,1
42.2,70.4,38.3,90.0,16,83.84,2
31.8,41.0,30.63,30.6,21,32.17,1
42.1,54.2,38.3,45.0,11,65.87,2
32.3,39.0,31.49,6.6,20,32.53,1
26.6,34.6,36.7,10.0,9,26.36,0
30.2,46.0,29.65,7.6,10,30.72,1
27.4,20.8,37.2,10.0,8,26.36,0
38.0,67.3,37.7,45.0,12,60.36,1
37.6,62.8,37.8,15.0,13,55.44,1
26.0,29.6,36.2,5.0,6,25.83,0
36.0,72.7,38.6,60.0,15,55.95,2
29.9,60.5,37.7,30.0,10,32.74,1
33.3,45.0,37.7,30.0,12,35.49,1
30.2,46.0,29.51,3.5,10,30.72,1
38.0,33.0,33.85,9.6,14,40.51,1
43.7,69.1,38.7,30.0,11,90.65,2
37.0,48.9,38.3,60.0,11,45.22,2
45.0,90.7,40.6,75.0,12,134.53,3
32.3,39.0,31.19,4.0,20,32.53,1
25.9,55.9,36.3,20.0,8,26.69,0
46.3,67.8,40.7,75.0,12,104.37,3
44.5,82.9,40.0,105.0,13,116.71,3
41.1,97.1,39.7,75.0,13,112.59,3
46.8,65.2,40.3,75.0,13,103.29,3
32.3,39.0,31.43,4.5,20,32.53,1
25.9,32.6,36.4,20.0,10,25.89,0
25.4,36.3,36.8,20.0,10,25.76,0
26.8,25.5,37.1,15.0,8,26.14,0
32.3,39.0,31.71,6.2,20,32.53,1
25.9,50.7,37.0,20.0,10,26.51,0
26.7,35.3,37.2,20.0,7,26.45,0
32.1,41.0,30.53,32.9,21,32.61,1
48.8,99.3,40.6,60.0,13,190.74,3
43.4,71.3,38.2,30.0,14,91.85,2
29.0,59.6,37.9,15.0,12,30.97,1
26.5,26.9,36.5,5.0,8,26.01,0
42.5,64.1,40.9,105.0,14,78.0,3
44.8,96.3,40.0,60.0,16,143.42,3
25.1,24.7,36.6,15.0,10,25.21,0
32.3,39.0,30.53,8.5,20,32.53,1
36.6,54.7,38.0,60.0,15,47.1,2
40.7,68.6,38.0,45.0,14,73.94,2
39.4,64.9,38.5,45.0,13,64.36,2
25.6,53.3,36.9,5.0,9,26.36,0
32.3,39.0,31.61,4.1,20,32.53,1
40.4,89.3,39.2,60.0,12,96.4,3
43.1,77.2,38.0,45.0,16,98.15,2
27.0,31.0,36.4,20.0,6,26.46,0
36.7,54.2,38.7,90.0,16,47.13,2
30.2,46.0,29.63,0.9,10,30.72,1
27.5,35.4,36.9,20.0,8,27.0,0
34.9,64.5,37.2,30.0,14,46.99,1
38.2,76.0,38.5,45.0,15,68.63,2
37.4,34.0,29.83,9.8,14,39.75,1
35.6,39.0,28.65,3.1,14,38.03,1
35.3,64.2,38.2,90.0,15,48.15,2
33.1,58.3,37.4,15.0,10,39.16,1
48.3,72.7,40.5,105.0,13,126.6,3
31.8,40.0,30.47,0.3,13,31.99,1
30.2,46.0,29.31,6.1,10,30.72,1
25.9,46.7,36.7,5.0,6,26.38,0
26.1,33.1,36.7,5.0,6,26.01,0
45.7,67.7,39.7,75.0,16,100.51,3
30.2,46.0,29.43,2.1,10,30.72,1
40.3,78.7,38.9,45.0,13,82.8,2
25.8,27.9,36.9,5.0,9,25.67,0
48.2,93.2,40.8,120.0,15,169.53,3
41.3,75.7,41.0,105.0,16,85.12,3
32.3,39.0,30.51,10.7,20,32.53,1
33.8,40.0,26.11,2.1,14,35.09,1
41.1,56.3,38.0,90.0,12,63.82,2
32.3,39.0,31.63,9.2,20,32.53,1
27.3,26.3,36.1,20.0,8,26.47,0
30.1,46.0,30.43,0.3,10,30.59,1
38.2,73.9,38.0,30.0,14,66.75,2
39.7,75.7,38.5,90.0,14,76.15,2
40.0,67.5,39.1,75.0,15,69.45,3
31.0,40.9,37.7,15.0,14,31.04,1
30.2,46.0,29.49,2.2,10,30.72,1
41.1,32.0,34.91,4.4,14,46.39,1
28.9,44.0,35.15,0.2,8,28.88,1
49.8,87.2,41.0,75.0,17,170.92,3
26.2,31.9,36.9,20.0,6,26.02,0
37.1,66.2,38.5,45.0,11,55.9,2
46.2,90.2,39.4,60.0,13,144.1,3
41.1,68.0,40.9,90.0,16,75.31,3
36.9,59.7,38.9,45.0,12,50.92,2
32.3,39.0,31.29,10.1,20,32.53,1
25.5,44.6,36.8,15.0,9,26.06,0
26.4,47.4,36.2,15.0,7,26.77,0
43.1,73.4,38.5,45.0,14,92.89,2
38.2,69.8,38.2,60.0,14,63.25,2
37.7,63.1,38.2,60.0,16,56.03,2
25.9,24.0,36.4,10.0,8,25.58,0
25.5,48.6,36.1,5.0,6,26.17,0
35.1,56.1,38.4,30.0,12,43.51,2
43.9,68.3,38.6,90.0,13,90.72,2
30.2,46.0,29.49,7.3,10,30.72,1
40.4,28.0,29.09,8.3,14,43.01,1
25.2,44.2,36.7,10.0,10,25.88,0
29.5,41.3,37.6,15.0,13,29.27,1
26.2,53.7,37.2,20.0,6,26.87,0
28.1,25.0,36.2,5.0,8,26.96,0
26.2,27.2,37.2,5.0,6,25.85,0
25.7,33.7,36.6,5.0,9,25.82,0
31.8,41.0,30.59,28.3,21,32.17,1
41.1,79.8,38.2,90.0,13,88.93,2
38.8,48.9,38.1,90.0,11,50.29,2
32.3,41.0,23.51,1.1,14,32.91,1
31.8,41.0,30.59,28.4,21,32.17,1
25.4,55.9,37.2,20.0,7,26.26,0
37.1,51.8,38.2,45.0,15,47.0,2
27.2,38.6,36.1,15.0,7,26.94,0
25.3,33.2,37.3,20.0,8,25.61,0
40.0,63.5,38.8,45.0,14,65.72,2
27.7,26.1,37.3,15.0,10,26.73,0
41.8,64.5,38.8,90.0,13,75.0,2
38.1,48.8,37.3,45.0,10,48.19,1
36.8,68.0,38.8,30.0,13,55.97,2
38.0,35.0,33.93,9.2,14,41.28,1
38.8,73.1,38.1,30.0,14,68.95,2
25.5,27.6,37.0,15.0,6,25.51,0
26.1,31.2,36.5,10.0,6,25.94,0
27.5,34.4,36.5,15.0,7,26.95,0
48.2,79.0,39.6,75.0,12,138.37,3
32.3,39.0,31.43,5.9,20,32.53,1
40.2,62.2,40.6,75.0,16,65.41,3
26.0,45.4,36.5,5.0,8,26.4,0
32.3,39.0,31.57,1.5,20,32.53,1
41.2,70.8,38.0,60.0,15,78.88,2
48.5,71.6,39.9,120.0,13,125.94,3
25.7,45.0,36.8,15.0,8,26.19,0
31.7,44.0,37.8,20.0,13,32.57,1
25.0,55.5,36.7,15.0,9,25.96,0
26.4,34.9,36.5,15.0,10,26.25,0
26.1,49.0,37.0,5.0,6,26.6,0
26.0,48.9,37.2,20.0,10,26.52,0
42.6,62.7,38.1,90.0,15,76.9,2
34.1,34.0,37.7,20.0,9,34.19,1
45.3,79.0,39.3,105.0,16,116.07,3
32.3,39.0,31.53,9.6,20,32.53,1
40.6,65.8,39.1,120.0,17,70.62,3
34.7,39.0,28.31,2.6,14,36.38,1
26.3,31.8,36.9,5.0,6,26.07,0
25.8,49.3,36.1,10.0,9,26.39,0
26.8,30.2,36.9,20.0,7,26.3,0
43.6,52.2,38.8,90.0,16,69.95,2
33.4,63.0,37.4,15.0,12,41.74,1
25.3,50.8,37.3,15.0,8,26.09,0
36.6,67.6,38.5,30.0,12,54.91,2
40.2,90.4,40.6,60.0,13,96.42,3
26.1,38.5,36.1,20.0,8,26.21,0
43.3,27.0,35.63,6.3,14,48.22,1
44.1,82.4,39.4,75.0,16,112.91,3
38.0,63.2,37.5,20.0,10,57.25,1
48.7,69.8,40.5,75.0,14,123.9,3
25.7,31.6,36.7,15.0,10,25.75,0
25.3,24.0,36.9,10.0,8,25.28,0
42.5,28.0,33.79,5.5,14,47.15,1
26.6,46.2,36.3,15.0,7,26.87,0
41.4,67.3,38.4,30.0,12,76.06,2
41.1,68.9,38.8,60.0,13,76.27,2
43.7,97.9,39.6,120.0,17,136.32,3
26.0,45.5,36.3,5.0,7,26.4,0
31.8,40.0,30.47,27.5,21,31.99,1
49.7,80.5,40.1,120.0,16,154.22,3
42.6,78.8,38.0,45.0,13,97.14,2
26.4,47.5,36.6,5.0,7,26.77,0
46.4,72.7,40.4,90.0,15,113.13,3
30.2,46.0,29.37,6.0,10,30.72,1
25.8,45.1,36.8,10.0,6,26.26,0
26.2,32.3,36.5,5.0,7,26.04,0
48.8,80.0,40.8,105.0,15,145.42,3
32.3,39.0,30.53,10.4,20,32.53,1
26.5,47.7,37.3,20.0,7,26.86,0
33.8,39.0,28.57,2.3,14,34.85,1
31.8,40.0,30.51,28.0,21,31.99,1
46.8,94.1,39.6,90.0,14,157.82,3
25.9,34.1,36.1,10.0,9,25.94,0
43.7,80.7,38.6,45.0,15,107.36,2
49.1,93.1,40.1,75.0,17,178.4,3
47.7,87.4,39.5,105.0,16,151.75,3
26.8,34.1,36.6,15.0,8,26.46,0
32.3,39.0,31.63,0.6,20,32.53,1
26.2,20.4,36.8,10.0,8,25.62,0
42.9,50.4,38.8,90.0,12,65.37,2
25.2,25.2,36.4,10.0,9,25.28,0
32.3,39.0,31.43,7.4,20,32.53,1
27.1,32.9,36.6,5.0,10,26.6,0
31.8,41.0,30.67,30.4,21,32.17,1
43.8,66.2,38.8,90.0,12,87.37,2
25.2,47.9,36.2,10.0,7,25.97,0
42.0,71.2,38.5,60.0,14,83.69,2
36.6,82.9,38.3,45.0,15,66.47,2
25.3,20.9,37.0,15.0,8,25.15,0
48.1,84.1,40.8,60.0,14,148.21,3
42.8,78.3,38.0,30.0,16,97.75,2
25.7,35.2,36.1,5.0,10,25.87,0
32.3,41.0,27.55,1.2,14,32.91,1
32.1,54.9,37.4,30.0,10,35.82,1
27.2,33.1,37.0,15.0,6,26.68,0
48.5,96.9,39.3,90.0,12,181.49,3
25.6,55.8,36.8,15.0,6,26.42,0
30.2,46.0,29.69,1.4,10,30.72,1
32.3,39.0,31.35,6.8,20,32.53,1
41.2,66.3,40.3,120.0,14,74.0,3
39.8,66.7,38.4,90.0,16,67.77,2
31.3,37.3,37.8,20.0,12,30.91,1
38.1,53.1,37.6,15.0,11,50.75,1
39.5,29.0,29.85,8.5,14,41.76,1
25.9,33.8,37.3,20.0,7,25.93,0
38.5,34.0,33.41,9.0,14,41.88,1
27.2,33.3,36.5,5.0,10,26.69,0
27.6,31.2,37.3,20.0,10,26.87,0
25.5,53.1,37.0,5.0,8,26.28,0
40.3,50.4,38.1,30.0,15,56.05,2
31.8,41.0,30.59,33.1,21,32.17,1
26.2,43.1,37.0,5.0,7,26.44,0
48.1,76.9,40.7,105.0,17,133.33,3
37.2,81.1,38.6,90.0,15,68.05,2
30.2,46.0,29.35,4.3,10,30.72,1
40.1,70.1,38.3,45.0,13,72.49,2
30.2,42.8,37.7,45.0,13,30.28,1
45.3,93.3,40.8,105.0,16,142.15,3
39.5,49.8,38.1,60.0,13,53.02,2
25.5,39.7,37.3,20.0,6,25.92,0
42.1,71.7,39.2,90.0,14,84.86,3
36.4,39.9,37.8,45.0,12,39.92,1
26.9,25.5,36.3,5.0,8,26.2,0
40.3,71.3,38.0,60.0,11,74.72,2
39.1,61.8,38.5,90.0,13,60.51,2
36.0,82.5,38.5,45.0,16,63.09,2
30.2,46.0,29.45,7.4,10,30.72,1
41.5,77.5,38.2,30.0,13,88.51,2
40.4,72.1,40.5,90.0,13,76.08,3
27.2,37.6,37.1,5.0,6,26.89,0
50.0,62.2,40.9,60.0,14,118.12,3
42.0,31.0,35.61,4.8,14,47.81,1
27.3,37.7,36.4,5.0,10,26.97,0
32.3,39.0,31.39,7.2,20,32.53,1
42.1,48.4,38.9,60.0,14,60.62,2
40.1,67.9,39.1,105.0,13,70.31,3
30.2,46.0,29.39,5.2,10,30.72,1
25.7,44.2,36.4,10.0,8,26.17,0
27.0,38.8,36.7,5.0,10,26.8,0
26.1,26.1,37.0,5.0,6,25.76,0
43.5,59.6,38.7,90.0,16,77.69,2
26.3,26.3,36.7,10.0,7,25.88,0
43.4,76.6,38.6,90.0,14,99.23,2
39.0,55.7,38.2,30.0,13,55.48,2
48.7,98.3,39.1,90.0,14,187.11,3
32.3,39.0,31.43,6.6,20,32.53,1
41.2,77.0,40.0,90.0,16,86.1,3
25.7,36.0,37.4,15.0,7,25.9,0
25.0,44.2,36.6,10.0,6,25.78,0
39.0,36.0,35.47,3.9,14,43.81,1
41.7,70.8,39.9,120.0,12,81.57,3
35.5,57.1,38.4,90.0,11,45.11,2
36.6,57.9,38.3,60.0,14,48.87,2
42.8,84.5,39.0,90.0,15,106.73,3
40.1,35.0,35.35,4.1,14,45.75,1
25.7,34.5,37.3,10.0,9,25.85,0
32.3,39.0,31.43,2.3,20,32.53,1
42.9,72.7,38.4,60.0,12,90.76,2
27.5,26.3,36.9,15.0,8,26.6,0
30.2,46.0,29.57,0.9,10,30.72,1
26.4,43.7,36.5,10.0,6,26.61,0
32.3,39.0,31.43,3.2,20,32.53,1
35.8,75.0,38.2,90.0,16,56.67,2
42.4,77.8,38.7,30.0,13,94.49,2
32.3,39.0,31.41,4.7,20,32.53,1
43.9,93.7,40.2,90.0,14,130.51,3
25.1,49.8,37.2,20.0,8,25.94,0
39.9,65.6,38.0,30.0,15,67.2,2
40.7,84.6,40.6,75.0,17,92.39,3
26.7,28.5,37.1,5.0,7,26.18,0
26.4,41.7,36.7,20.0,7,26.52,0
26.7,21.7,36.1,20.0,9,25.95,0
25.6,55.0,37.3,20.0,9,26.4,0
26.2,21.7,36.3,10.0,7,25.66,0
32.3,41.0,30.63,31.3,21,32.91,1
26.1,21.9,36.4,20.0,7,25.61,0
33.1,46.8,37.3,30.0,10,35.6,1
48.0,78.4,39.4,105.0,15,135.55,3
30.2,46.0,29.45,1.8,10,30.72,1
37.4,60.7,38.6,60.0,12,53.28,2
30.2,46.0,29.51,2.9,10,30.72,1
32.0,41.0,30.71,30.8,21,32.46,1
25.7,43.7,36.9,20.0,7,26.15,0
26.9,37.2,36.5,20.0,6,26.66,0
49.4,97.7,40.3,75.0,13,193.24,3
32.2,37.7,37.2,45.0,11,32.16,1
26.2,50.3,36.5,5.0,9,26.73,0
38.5,33.0,33.87,9.1,14,41.47,1
38.4,65.1,38.1,90.0,16,60.3,2
27.3,34.4,36.5,15.0,6,26.8,0
36.1,53.2,38.6,90.0,13,44.9,2
49.7,71.9,40.9,90.0,12,135.45,3
32.3,39.0,31.29,5.1,20,32.53,1
25.7,47.7,36.7,20.0,9,26.27,0
25.7,46.1,36.7,5.0,7,26.22,0
27.1,22.2,37.3,15.0,8,26.21,0
26.2,32.9,36.6,10.0,9,26.06,0
32.3,39.0,31.43,3.0,20,32.53,1
32.3,41.0,30.67,31.1,21,32.91,1
26.1,38.1,36.4,5.0,8,26.19,0
36.2,45.6,37.8,20.0,12,41.72,1
37.6,74.0,38.2,60.0,14,63.99,2
32.7,49.7,37.5,15.0,11,35.61,1
25.5,32.3,37.1,20.0,9,25.68,0
35.9,68.4,38.9,30.0,14,52.74,2
36.8,49.3,38.0,30.0,13,44.89,2
33.8,40.0,25.73,2.2,14,35.09,1
32.3,39.0,30.51,8.1,20,32.53,1
41.8,87.0,39.1,60.0,14,103.19,3
35.7,37.0,37.7,20.0,14,37.59,1
29.1,36.4,37.4,15.0,12,28.4,1
25.3,46.1,36.2,15.0,7,25.98,0
27.2,39.5,37.2,15.0,6,26.99,0
32.3,39.0,31.25,6.5,20,32.53,1
49.9,98.8,39.5,120.0,13,201.74,3
41.4,89.3,39.9,90.0,12,103.56,3
43.0,28.0,34.63,6.0,14,48.2,1
25.9,48.9,36.4,15.0,8,26.45,0
35.2,51.0,38.4,90.0,16,41.56,2
26.8,31.7,37.1,5.0,9,26.36,0
43.0,88.1,39.8,105.0,12,113.76,3
41.2,85.9,40.7,105.0,17,97.45,3
25.7,48.0,37.3,20.0,8,26.28,0
38.2,33.0,37.3,30.0,10,40.89,1
26.7,20.4,36.7,10.0,7,25.91,0
26.3,28.4,37.3,5.0,7,25.95,0
37.0,60.8,38.0,30.0,16,51.94,2
43.6,62.7,41.0,120.0,16,81.89,3
32.3,41.0,24.11,1.2,14,32.91,1
42.1,69.1,38.9,60.0,11,81.74,2
42.7,79.8,38.4,30.0,13,99.2,2
34.5,48.4,37.7,15.0,14,38.94,1
48.3,67.7,39.8,75.0,17,117.2,3
48.5,77.7,40.1,120.0,15,138.12,3
26.9,20.2,37.3,10.0,10,26.03,0
32.0,60.7,37.7,20.0,14,37.29,1
38.9,50.1,38.1,30.0,13,51.35,2
26.7,23.7,36.9,5.0,9,26.02,0
42.5,65.2,38.0,45.0,16,79.27,2
40.5,81.2,38.0,60.0,16,86.93,2
26.8,37.1,36.5,5.0,9,26.59,0
26.5,44.9,36.5,20.0,6,26.73,0
32.3,39.0,31.41,3.4,20,32.53,1
46.4,73.5,40.3,120.0,15,114.5,3
36.5,50.1,38.2,60.0,15,44.48,2
40.3,66.4,38.1,30.0,12,69.8,2
42.3,68.5,39.1,105.0,13,82.1,3
42.5,71.7,40.8,90.0,16,87.13,3
32.3,39.0,31.19,6.5,20,32.53,1
49.7,96.6,40.2,90.0,12,193.66,3
27.3,35.7,36.1,20.0,8,26.87,0
26.6,34.8,36.8,10.0,9,26.36,0
34.3,33.2,37.7,45.0,11,34.32,1
48.4,97.4,40.6,120.0,12,181.65,3
45.7,97.9,40.6,90.0,16,155.22,3
26.0,51.3,36.2,15.0,6,26.61,0
26.8,23.9,37.4,15.0,7,26.08,0
44.6,65.5,40.6,120.0,16,90.87,3
25.8,34.9,37.2,20.0,9,25.91,0
43.3,66.4,38.9,30.0,14,84.91,2
38.9,55.7,38.0,30.0,12,55.13,2
39.8,73.8,38.8,30.0,12,74.71,2
32.3,39.0,31.49,5.6,20,32.53,1
26.3,49.1,37.1,10.0,10,26.76,0
25.7,25.1,36.3,5.0,7,25.52,0
39.0,29.0,32.35,8.8,14,40.86,1
27.0,25.9,37.4,5.0,9,26.27,0
25.4,23.8,37.3,20.0,9,25.32,0
26.5,42.1,36.5,5.0,9,26.61,0
25.6,42.1,37.4,20.0,8,26.04,0
25.6,41.6,36.7,10.0,7,26.03,0
26.2,53.4,36.8,10.0,7,26.86,0
32.6,61.6,37.7,20.0,9,39.06,1
32.3,39.0,31.39,5.1,20,32.53,1
25.1,43.6,36.2,10.0,6,25.82,0
43.6,98.6,39.2,120.0,14,136.69,3
27.9,20.1,36.8,5.0,7,26.68,0
25.9,47.4,36.3,15.0,6,26.4,0
30.2,51.2,37.7,30.0,9,31.55,1
25.2,21.2,36.6,10.0,8,25.11,0
35.2,38.0,37.4,30.0,10,36.99,1
37.0,43.5,37.5,15.0,13,42.68,1
44.6,65.9,40.3,105.0,15,91.42,3
30.1,58.2,37.8,20.0,12,32.66,1
26.6,26.1,36.8,5.0,6,26.04,0
32.3,40.0,31.67,1.1,20,32.71,1
42.5,30.0,35.59,5.8,14,48.32,1
25.7,40.4,36.9,15.0,6,26.05,0
25.9,46.4,37.3,10.0,10,26.37,0
26.2,48.7,36.2,5.0,8,26.67,0
32.3,39.0,30.53,10.4,20,32.53,1
41.7,79.6,39.1,105.0,14,92.43,3
27.7,27.4,37.0,10.0,10,26.78,0
37.5,66.4,37.7,30.0,14,57.62,1
32.3,41.0,31.07,32.4,21,32.91,1
32.3,39.0,31.29,6.9,20,32.53,1
26.8,27.5,37.3,20.0,10,26.2,0
38.3,72.3,38.4,30.0,15,65.83,2
40.7,48.5,38.3,90.0,11,55.96,2
32.3,39.0,30.57,10.3,20,32.53,1
38.7,50.5,38.7,45.0,13,50.99,2
28.0,26.5,37.3,15.0,9,26.95,0
26.3,33.5,37.0,5.0,10,26.14,0
34.7,39.0,29.15,2.6,14,36.38,1
39.5,63.7,38.4,90.0,13,63.75,2
25.4,47.6,37.2,20.0,10,26.08,0
32.3,39.0,31.41,7.1,20,32.53,1
37.2,67.0,38.3,90.0,14,56.86,2
30.2,46.0,29.43,4.7,10,30.72,1
30.2,46.0,29.69,0.8,10,30.72,1
38.8,70.4,38.8,60.0,12,66.5,2
41.3,69.1,40.2,60.0,12,77.52,3
30.2,46.0,29.35,4.7,10,30.72,1
32.3,39.0,31.41,6.1,20,32.53,1
49.8,85.0,40.0,90.0,15,165.62,3
25.5,35.4,37.3,15.0,6,25.78,0
25.7,20.1,37.3,5.0,6,25.33,0
48.0,91.2,40.1,105.0,14,162.96,3
32.3,39.0,31.55,9.4,20,32.53,1
37.8,80.4,38.1,30.0,12,70.58,2
46.9,67.5,40.9,105.0,17,107.67,3
31.8,41.0,30.63,30.2,21,32.17,1
32.3,39.0,31.43,9.8,20,32.53,1
38.5,33.0,33.57,8.8,14,41.47,1
29.3,44.0,30.57,2.2,8,29.33,1
41.6,64.3,38.6,90.0,11,73.82,2
32.3,39.0,31.75,6.3,20,32.53,1
25.5,33.2,36.4,10.0,10,25.71,0
43.6,71.8,38.3,90.0,15,93.73,2
26.5,46.1,37.0,15.0,7,26.78,0
32.3,39.0,31.77,9.1,20,32.53,1
28.2,22.7,36.7,5.0,7,26.96,0
40.5,61.1,38.0,30.0,13,65.7,2
25.8,23.2,37.4,5.0,10,25.5,0
42.4,78.2,38.1,30.0,15,95.03,2
32.3,39.0,31.43,3.8,20,32.53,1
25.1,34.7,36.7,20.0,10,25.57,0
32.3,39.0,30.57,7.4,20,32.53,1
30.2,46.0,29.49,2.9,10,30.72,1
26.7,37.3,36.2,20.0,9,26.53,0
37.7,58.6,38.2,60.0,12,52.95,2
28.0,25.3,36.1,5.0,6,26.9,0
32.3,42.0,30.71,0.8,13,33.1,1
46.0,71.8,39.9,105.0,12,108.93,3
32.3,41.0,30.57,31.2,21,32.91,1
48.1,82.1,39.3,90.0,15,143.97,3
30.2,46.0,30.63,0.4,10,30.72,1
37.3,43.7,37.5,15.0,13,43.48,1
25.8,33.1,36.6,15.0,6,25.85,0
32.3,39.0,31.53,6.7,20,32.53,1
27.4,31.5,36.3,10.0,8,26.74,0
31.8,40.0,30.65,29.2,21,31.99,1
41.3,76.2,38.2,60.0,16,85.72,2
41.7,65.9,38.9,30.0,11,76.03,2
44.9,95.6,40.5,120.0,16,142.98,3
26.5,24.0,36.8,10.0,10,25.91,0
38.1,64.1,37.6,20.0,13,58.31,1
41.3,79.0,40.4,105.0,14,89.17,3
30.2,46.0,29.45,3.7,10,30.72,1
30.2,46.0,29.37,5.7,10,30.72,1
25.2,37.1,36.4,15.0,10,25.69,0
44.4,75.2,40.4,120.0,12,103.71,3
31.2,58.4,37.8,20.0,14,34.87,1
25.9,44.0,37.0,5.0,8,26.28,0
26.6,35.3,36.6,15.0,10,26.38,0
32.3,39.0,30.51,10.6,20,32.53,1
40.6,71.0,38.6,30.0,15,75.95,2
45.4,72.1,39.6,60.0,15,105.46,3
32.3,39.0,31.47,3.8,20,32.53,1
43.5,27.0,35.51,6.6,14,48.64,1
33.4,47.6,37.7,45.0,11,36.4,1
43.1,72.4,38.8,30.0,14,91.55,2
26.6,32.5,36.5,20.0,7,26.27,0
42.8,62.7,38.3,30.0,14,77.88,2
45.2,64.8,39.2,60.0,13,93.28,3
25.3,45.5,37.0,15.0,8,25.97,0
34.8,60.8,37.6,45.0,14,44.84,1
33.1,48.6,37.6,45.0,9,36.09,1
40.6,65.6,38.9,90.0,14,70.42,2
45.5,84.7,40.4,60.0,14,127.62,3
25.5,53.3,36.3,20.0,7,26.28,0
26.3,44.6,36.8,5.0,6,26.57,0
27.0,27.4,36.3,20.0,7,26.32,0
41.8,79.9,38.4,60.0,13,93.46,2
48.9,63.7,39.9,120.0,17,113.84,3
43.0,98.8,39.7,75.0,12,131.6,3
37.6,62.4,38.1,45.0,15,55.16,2
35.3,69.0,37.7,30.0,11,50.86,1
